full_name,Semi-Major Axis (AU),Eccentricity,Inclination (deg),Perihelion Dist. (AU),Aphelion Dist. (AU),Period (Years),Diamter (km),Rotational Period (h)
  1901 Moravia (1972 AD),3.239769591,0.07028150424,24.10483787,3.012073711,3.467465471,5.831488042,27.03,
  1902 Shaposhnikov (1972 HU),3.969259857,0.2230813808,12.49420478,3.083791887,4.854727826,7.908106331,96.86,21.2
  1903 Adzhimushkaj (1972 JL),3.001619649,0.04520678516,10.96352798,2.865926074,3.137313223,5.200459179,36.5,
  1904 Massevitch (1972 JM),2.744490615,0.07362218104,12.82287661,2.54243523,2.946545999,4.546747401,18.19,
  1908 Pobeda (1972 RL2),2.89456833,0.03394581162,4.760553917,2.796309859,2.992826801,4.924746854,21.77,
  1909 Alekhin (1972 RW2),2.422936822,0.2256922365,1.794486062,1.876098792,2.969774853,3.771562747,17.42,148.6
  1911 Schubart (1973 UD),3.98008977,0.1662229989,1.650494964,3.318507313,4.641672228,7.940493667,80.09,
  1915 Quetzalcoatl (1953 EA),2.544440279,0.570492797,20.39680493,1.092855428,3.996025131,4.058790126,0.5,4.9
  1916 Boreas (1953 RA),2.272587064,0.4495424078,12.8807325,1.250962803,3.294211324,3.426012929,3.5,3.49
  1917 Cuyo (1968 AA),2.150237155,0.5043265415,23.93844733,1.065815487,3.234658823,3.153100006,5.7,2.69
  1923 Osiris (4011 P-L),2.435532869,0.06281224343,4.956715445,2.282551586,2.588514153,3.801011599,13.11,
  1924 Horus (4023 P-L),2.340150476,0.1308284446,2.729447266,2.033992229,2.646308723,3.579924591,12.28,6.183
  1930 Lucifer (1964 UA),2.896208008,0.1448161209,14.08726502,2.476790399,3.315625617,4.928932008,27,13.056
  1934 Jeffers (1972 XB),2.389934,0.2999572,23.15002,1.6730561,3.1068119,3.694767153,6.46,
  1936 Lugano (1973 WD),2.6776173,0.1367705,10.25632,2.3113982,3.0438364,4.381582266,24.81,19.651
  1937 Locarno (1973 YA),2.377238,0.1560639,12.47014,2.006237,2.748239,3.665364709,13.11,
  1939 Loretta (1974 UC),3.12116188,0.1273791572,0.9073408215,2.72359091,3.518732849,5.514201643,29.96,25
  1940 Whipple (1975 CA),3.059547158,0.06486939159,6.559128693,2.861076195,3.25801812,5.351726732,33.87,6.953
  1942 Jablunka (1972 SA),2.317807619,0.1848167246,24.36188034,1.889438007,2.746177232,3.528777548,14.02,
  1943 Anteros (1973 EC),1.430063573,0.2560002724,8.707079373,1.063966908,1.796160237,1.710177619,2.3,2.8695
  1947 Iso-Heikkila (1935 EA),3.152118989,0.03598582978,11.91291913,3.038687371,3.265550606,5.596443287,29.44,5.0158
  1951 Lick (1949 OA),1.390520852,0.06163596066,39.09151458,1.304814764,1.476226941,1.639737999,5.57,5.3016
  1952 Hesburgh (1951 JC),3.11219723,0.1392158359,14.23356573,2.678930091,3.545464369,5.490461746,35.55,47.7
  1958 Chandra (1970 SB),3.103808977,0.1678242412,10.55941836,2.58291459,3.624703363,5.468279185,34.02,
  1960 Guisan (1973 UA),2.5256862,0.1234151,8.46924,2.2139784,2.837394,4.013999277,24.55,8.46
  1961 Dufour (1973 WA),3.193516361,0.1212242385,6.641260407,2.806384772,3.58064795,5.707053193,50.31,15.79
  1963 Bezovec (1975 CB),2.422049722,0.210433674,25.05141226,1.912368901,2.931730544,3.769491636,44.67,18.16
  1969 Alain (1935 CG),3.089824723,0.1572537619,3.335027165,2.603938162,3.575711284,5.431364734,24.37,
  1970 Sumeria (1954 ER),2.7812858,0.1594592,7.06461,2.3377842,3.2247874,4.638490175,21.88,
  1980 Tezcatlipoca (1950 LA),1.709590987,0.3646886553,26.8630817,1.086122549,2.333059425,2.235355142,4.3,7.24612
  1981 Midas (1973 EA),1.775921097,0.6503592027,39.83044852,0.6209344682,2.930907725,2.366702676,3.4,5.22
  1984 Fedynskij (1926 TN),3.010284254,0.09014519235,4.792938156,2.738921601,3.281646907,5.222993227,37.98,
  1985 Hopmann (1929 AE),3.1236836,0.1530635,17.15578,2.6455617,3.6018055,5.52088573,35.51,17.48
  1994 Shane (1961 TE),2.6798879,0.2082416,10.20614,2.1218238,3.237952,4.387156618,25.15,8.22
  1997 Leverrier (1963 RC),2.2095735,0.2059056,6.06556,1.7546099,2.6645371,3.28451212,6.81,
  1999 Hirayama (1973 DR),3.116522538,0.113869735,12.53021012,2.761644943,3.471400133,5.501911625,33.95,15.63
  2002 Euler (1973 QQ1),2.417019775,0.06838394543,8.501873695,2.251734427,2.582305124,3.757755402,17.44,5.9929
  2007 McCuskey (1963 SQ),2.383908407,0.1144935044,3.042671049,2.110966379,2.656850434,3.680802795,21.88,
  2008 Konstitutsiya (1973 SV4),3.2134969,0.0990706,20.65432,2.8951338,3.53186,5.760697017,50.26,11.2692
  2009 Voloshina (1968 UL),3.117556888,0.1443793211,2.860730778,2.667446141,3.567667635,5.504650917,34.82,5.896
  2016 Heinemann (1938 SE),3.127226892,0.1921112619,0.9198832085,2.526451388,3.728002397,5.530282166,21.85,
  2020 Ukko (1936 FR),3.021367902,0.06966738374,11.12626316,2.810877105,3.231858699,5.251865785,21.52,
  2025 Nortia (1953 LG),3.165305849,0.1104000646,7.019574733,2.815855879,3.514755819,5.631598994,40.23,
  2032 Ethel (1970 OH),3.067184194,0.13098759,1.514232081,2.665421128,3.468947259,5.371777162,36.31,
  2038 Bistro (1973 WF),2.434747802,0.09114431485,14.80660697,2.212834382,2.656661222,3.799173925,12.58,7.88
  2039 Payne-Gaposchkin (1974 CA),3.178623,0.1345086,2.52576,2.7510709,3.6061751,5.667176254,23,
  2041 Lancelot (2523 P-L),3.152522636,0.200600929,2.980819212,2.520123666,3.784921605,5.597518306,13.37,
  2043 Ortutay (1936 TH),3.1073335,0.1061001,3.07743,2.7776451,3.4370219,5.477596214,44.69,
  2044 Wirt (1950 VE),2.3805777,0.3439626,23.97673,1.561748,3.1994074,3.673091374,6.66,3.6898
  2052 Tamriko (1976 UN),3.008934358,0.08576253275,9.501353796,2.750880527,3.26698819,5.219480416,30.45,7.462
  2054 Gawain (4097 P-L),2.964432595,0.1001486834,3.789643538,2.667548574,3.261316616,5.104116424,20,11.1098
  2057 Rosemary (1934 RQ),3.078243659,0.2351958668,1.439463312,2.354253473,3.802233845,5.400857175,16.1,
  2058 Roka (1938 BH),3.1180044,0.1516477,2.54085,2.6451662,3.5908426,5.50583624,21.36,10.04
  2060 Chiron (1977 UB),13.65322303,0.3803659798,6.929449422,8.460001476,18.84644459,50.44997778,166,5.918
  2061 Anza (1960 UA),2.263937369,0.5373098278,3.774492076,1.047501571,3.480373167,3.406471929,2.6,11.5
  2062 Aten (1976 AA),0.9668898876,0.182788212,18.93379393,0.7901538138,1.143625961,0.9507661899,1.1,40.77
  2064 Thomsen (1942 RQ),2.1781487,0.3299476,5.69914,1.4594738,2.8968236,3.214692774,13.61,4.233
  2066 Palala (1934 LB),2.3929549,0.1291158,3.75344,2.0839866,2.7019232,3.701774725,19,9.732
  2067 Aksnes (1936 DD),3.979685,0.1833652,3.06884,3.2499493,4.7094207,7.939282568,42.59,17.75
  2068 Dangreen (1948 AD),2.770979653,0.09919975896,12.89429771,2.496099139,3.045860166,4.612731837,33.61,
  2069 Hubble (1955 FT),3.159729858,0.1842598734,9.099783974,2.577518435,3.741941282,5.616724644,34.53,32.52
  2081 Sazava (1976 DH),2.4534604,0.1610712,3.90839,2.0582786,2.8486422,3.843056665,22.67,
  2084 Okayama (1935 CK),2.394726065,0.1028539705,4.840784565,2.148418981,2.641033149,3.70588522,19.37,4.547
  2091 Sampo (1941 HO),3.012835506,0.06233107973,11.37936307,2.825042216,3.200628796,5.229634457,30.48,71.3
  2094 Magnitka (1971 TC2),2.232382985,0.09607723458,5.030058664,2.017901801,2.446864169,3.335502403,12.69,6.1124
  2100 Ra-Shalom (1978 RA),0.8320837684,0.4364068602,15.7576637,0.4689567036,1.195210833,0.7590297138,2.3,19.797
  2101 Adonis (1936 CA),1.874247025,0.7640312145,1.331743518,0.4422637944,3.306230256,2.565951525,0.6,
  2103 Laverna (1960 FL),3.1421795,0.1922281,7.69848,2.5381643,3.7461947,5.569993519,22.81,9.249
  2105 Gudy (1976 DA),2.388306073,0.1505206595,29.3435489,2.028816668,2.747795478,3.690992618,22.25,15.795
  2107 Ilmari (1941 VA),2.626968807,0.07683118141,8.821207446,2.42513569,2.828801924,4.257852144,15.63,
  2108 Otto Schmidt (1948 TR1),2.435762,0.0041482,10.79218,2.425658,2.445866,3.801548138,19.11,15.24
  2111 Tselina (1969 LG),3.0189448,0.0934995,10.48652,2.736675,3.3012146,5.245549031,24.5,6.563
  2114 Wallenquist (1976 HA),3.1938378,0.1455104,0.55806,2.7291012,3.6585744,5.707914768,27.67,5.51
  2115 Irakli (1976 UD),3.015017386,0.05000340488,8.97926991,2.864256251,3.165778521,5.235316398,21.07,
  2116 Mtskheta (1976 UM),2.5880695,0.0575345,9.07294,2.4391662,2.7369728,4.163629676,19.85,
  2120 Tyumenia (1967 RM),3.058135898,0.1270023283,17.57286435,2.669745519,3.446526277,5.348024319,41.18,2.769
  2123 Vltava (1973 SL2),2.8616689,0.0765231,1.00995,2.6426851,3.0806527,4.841024444,14.42,34
  2125 Karl-Ontjes (2005 P-L),2.786790829,0.1079626257,1.688982382,2.485921574,3.087660084,4.65226839,13.69,
  2127 Tanya (1971 KB1),3.2078548,0.0358209,13.12324,3.0929466,3.322763,5.74553186,39.28,
  2131 Mayall (1975 RA),1.88701188,0.1111397621,33.99557099,1.677289828,2.096733931,2.592209833,7.77,2.5678
  2132 Zhukov (1975 TW3),2.781444,0.0829896,5.87159,2.5506131,3.0122749,4.638885975,28.66,
  2137 Priscilla (1936 QZ),3.185288334,0.05378294051,11.66462189,3.013974161,3.356602507,5.685011254,41.01,
  2138 Swissair (1968 HB),2.686469966,0.06743145911,5.928714576,2.505317377,2.867622556,4.40332952,12.7,
  2140 Kemerovo (1970 PE),2.9900019,0.0564972,6.98815,2.8210752,3.1589286,5.170295928,29.49,9.2
  2145 Blaauw (1976 UF),3.218756329,0.09563858132,15.01000808,2.91091904,3.526593617,5.774845275,34.2,12.141
  2147 Kharadze (1976 US),3.1743715,0.0534026,10.08199,3.0048518,3.3438912,5.655810222,28.99,
  2152 Hannibal (1978 WK),3.1255318,0.2208087,13.96743,2.4353872,3.8156764,5.525786381,46.87,5.978
  2153 Akiyama (1978 XD),3.124422283,0.1528792463,1.184832754,2.646762959,3.602081607,5.522844201,16.79,
  2169 Taiwan (1964 VP1),2.788777478,0.04868455195,1.528965452,2.653007096,2.92454786,4.657244045,16.81,
  2171 Kiev (1973 QD1),2.25514201,0.1671861125,7.51922268,1.878113584,2.632170436,3.386640091,9.11,
  2177 Oliver (6551 P-L),3.2014359,0.0974705,1.53071,2.8893903,3.5134815,5.72829554,20.42,6.1065
  2179 Platzeck (1965 MA),3.011171743,0.09591520799,10.46206593,2.722354579,3.299988907,5.225303154,19.65,
  2182 Semirot (1953 FH1),3.130950908,0.1311527251,2.259408262,2.720318164,3.541583652,5.540163599,25.13,
  2183 Neufang (1959 OB),3.001449921,0.3726636152,18.11361098,1.882918742,4.119981099,5.200018091,30.7,3.8662
  2184 Fujian (1964 TV2),3.177712435,0.1007007349,5.193485929,2.857714457,3.497710412,5.664741447,26.28,
  2185 Guangdong (1965 WO),2.7092253,0.1622148,9.5886,2.2697489,3.1487017,4.459394232,17.03,
  2191 Uppsala (1977 PA1),3.0207905,0.0821883,9.02484,2.7725169,3.2690641,5.250360478,17.54,
  2192 Pyatigoriya (1972 HP),3.1377695,0.0764191,9.76091,2.897984,3.377555,5.558271551,31.6,
  2196 Ellicott (1965 BC),3.437886202,0.05246294827,10.30596628,3.257524556,3.618247848,6.374490051,59.21,9.0706
  2197 Shanghai (1965 YN),3.153962967,0.1239401033,2.497834994,2.763060471,3.544865463,5.601354854,22.36,5.99
  2201 Oljato (1947 XC),2.172235653,0.712447362,2.523417917,0.6246320926,3.719839214,3.201611334,1.8,26
  2204 Lyyli (1943 EQ),2.5882525,0.4078072,20.56102,1.5327445,3.6437605,4.164071374,25.16,11.063
  2207 Antenor (1977 QH1),5.1368276,0.0159671,6.8081,5.0548074,5.2188478,11.64261897,85.11,7.965
  2208 Pushkin (1977 QL3),3.493986236,0.0324996619,5.403928214,3.380432865,3.607539607,6.531154944,38.31,
  2209 Tianjin (1978 US1),2.847029407,0.06830778316,2.611661607,2.65255514,3.041503675,4.803924041,16.44,9.47
  2212 Hephaistos (1978 SB),2.160034616,0.8374330055,11.5542961,0.3511503355,3.968918896,3.174674976,5.7,20
  2214 Carol (1953 GF),3.1634604,0.2643263,14.24167,2.3272746,3.9996462,5.626674632,25.22,4.987
  2215 Sichuan (1964 VX2),2.792575728,0.2634157368,10.75157446,2.056967335,3.528184121,4.666761869,14.82,3.975
  2217 Eltigen (1971 SK2),3.15632485,0.1658106312,2.247335092,2.632972634,3.679677066,5.607647995,26.1,6.924
  2218 Wotho (1975 AK),3.042555278,0.1634922609,14.9463342,2.545121036,3.539989519,5.307205671,29.49,4.9267
  2219 Mannucci (1975 LU),3.150394671,0.1198665174,7.585274779,2.772767833,3.528021509,5.591851744,39.49,
  2222 Lermontov (1977 ST1),3.122446112,0.1665248284,2.573940292,2.602481309,3.642410915,5.517605301,25.29,4.344
  2223 Sarpedon (1977 TL3),5.2265352,0.0165195,15.96606,5.1401955,5.3128749,11.94893039,94.63,22.741
  2224 Tucson (2528 P-L),2.881279756,0.04746521386,2.666638088,2.744519196,3.018040316,4.890872531,22.73,27.01
  2235 Vittore (A924 GA),3.210181895,0.2121101312,18.76137625,2.529269792,3.891093998,5.751785264,44.45,32.1
  2237 Melnikov (1938 TB),3.141395922,0.2179937365,2.400533937,2.456591287,3.826200557,5.567910116,20.54,
  2238 Steshenko (1972 RQ1),3.059507732,0.1791478518,1.311726898,2.511403494,3.607611969,5.351623287,18.1,
  2239 Paracelsus (1978 RC),3.196255578,0.09946583647,10.91192666,2.878337343,3.514173812,5.714397546,38.93,
  2240 Tsai (1978 YA),3.148220171,0.1547172184,0.8425991878,2.661136303,3.635304038,5.586063239,24.87,
  2241 Alcathous (1979 WM),5.194107879,0.06551288618,16.61285198,4.853826881,5.534388877,11.83789955,114.63,7.69
  2245 Hekatostos (1968 BC),2.637568379,0.1316156957,11.85488435,2.290422982,2.984713777,4.28364817,29.28,
  2246 Bowell (1979 XH),3.956672444,0.09326473467,6.493263441,3.587654439,4.32569045,7.870518605,44.21,4.992
  2248 Kanda (1933 DE),3.0982163,0.1191184,1.63675,2.7291617,3.4672709,5.453506107,25.08,
  2249 Yamamoto (1942 GA),3.1861004,0.0863439,4.09282,2.9110001,3.4612007,5.687185573,44.71,
  2251 Tikhov (1977 SU1),2.7104917,0.146444,7.42886,2.3135565,3.1074269,4.462521516,26.42,5.67
  2255 Qinghai (1977 VK1),3.099140963,0.1534393004,14.19723218,2.623610942,3.574670984,5.45594769,22.9,
  2258 Viipuri (1939 TA),2.694366751,0.07940243802,1.480508768,2.480427462,2.908306039,4.42275893,23.47,3.81
  2259 Sofievka (1971 OG),2.293555056,0.1863535172,4.686385614,1.866143004,2.720967108,3.47353722,21,31.6
  2260 Neoptolemus (1975 WM1),5.193313958,0.04452050593,17.77922415,4.962104993,5.424522923,11.83518551,71.65,8.18
  2263 Shaanxi (1978 UW1),3.017234203,0.1121660177,11.40061552,2.678803057,3.355665348,5.241091424,20.68,41.7
  2264 Sabrina (1979 YK),3.128124756,0.1749726358,0.1582528907,2.580788522,3.675460989,5.53266405,27.52,43.41
  2266 Tchaikovsky (1974 VK),3.397354363,0.1829875779,13.25381375,2.775680717,4.019028009,6.262092451,46.94,37.7
  2269 Efremiana (1976 JA2),3.129217191,0.08657483239,15.38502555,2.858305738,3.400128645,5.535562563,22.92,6.458
  2271 Kiso (1976 UV5),2.7584351,0.058512,3.38496,2.5970335,2.9198367,4.58144372,32.37,
  2279 Barto (1968 DL),2.4594994,0.1577466,2.98138,2.0715217,2.8474771,3.857254411,15.53,
  2291 Kevo (1941 FS),3.0423882,0.0651698,24.47268,2.8441164,3.24066,5.306768557,34.57,11.971
  2295 Matusovskij (1977 QD1),2.9053501,0.0948237,2.50688,2.6298541,3.1808461,4.952288183,21.05,
  2297 Daghestan (1978 RE),3.1630815,0.1320205,1.60608,2.7454899,3.5806731,5.625663961,25.8,7.75
  2304 Slavia (1979 KB),2.61321362,0.1330968399,13.5919524,2.265403145,2.961024095,4.224453868,11.88,3.14
  2306 Bauschinger (1939 PM),2.73385798,0.06316484878,4.235347489,2.561174254,2.906541706,4.520350673,21.27,21.64
  2307 Garuda (1957 HJ),3.0441517,0.0590522,7.72798,2.8643878,3.2239156,5.311383309,41.22,29.64
  2308 Schilt (1967 JM),2.547504,0.173369,14.18145,2.1058458,2.9891622,4.066123082,17.54,9.767
  2309 Mr. Spock (1971 QX1),3.013388734,0.08866005034,10.98310727,2.746221537,3.280555931,5.231074951,21.29,6.722
  2310 Olshaniya (1974 SU4),3.144034757,0.1593993074,2.64984827,2.642877794,3.64519172,5.574927322,32.73,
  2311 El Leoncito (1974 TA1),3.638050484,0.04180284885,6.616229377,3.485969609,3.790131359,6.93923003,53.14,
  2312 Duboshin (1976 GU2),3.9957591,0.1514454,5.18022,3.3906198,4.6008984,7.987431504,54.94,
  2313 Aruna (1976 TA),2.456141939,0.190532726,1.835749072,1.98816652,2.924117358,3.849358798,15.54,8.9
  2315 Czechoslovakia (1980 DZ),3.012579063,0.1050334798,10.69860657,2.696157401,3.329000725,5.228966777,23.45,10.0253
  2320 Blarney (1979 QJ),3.167105905,0.1267109747,11.51592166,2.765798828,3.568412981,5.636403569,38.81,5.097
  2321 Luznice (1980 DB1),3.006829217,0.06142239534,7.78865622,2.822142564,3.19151587,5.214003815,17.67,
  2322 Kitt Peak (1954 UQ2),2.2921395,0.041071,2.40383,2.197999,2.38628,3.470322015,16.04,
  2326 Tololo (1965 QC),2.862563811,0.1553571604,15.15037112,2.417844026,3.307283596,4.8432955,40.89,
  2328 Robeson (1972 HW),2.3406733,0.145974,10.01488,1.9989959,2.6823507,3.581124284,11.8,18.632
  2330 Ontake (1977 DS3),3.180911487,0.03897382827,8.663886792,3.056939189,3.304883785,5.673297773,33.05,
  2332 Kalm (1940 GH),3.074123,0.0587445,14.58962,2.8935352,3.2547108,5.390016188,29.58,22.8
  2333 Porthan (1943 EP),2.645753297,0.1366648254,11.93677287,2.284171885,3.007334709,4.303603195,21.59,27.78
  2340 Hathor (1976 UA),0.8442304481,0.4498427208,5.85426723,0.4644595263,1.22400137,0.775710588,0.3,
  2345 Fucik (1974 OS),3.0174002,0.0791118,9.15129,2.7786882,3.2561122,5.24152397,26.63,17.12
  2349 Kurchenko (1970 OG),2.7715112,0.1175243,17.46233,2.4457913,3.0972311,4.614059104,21.52,
  2355 Nei Monggol (1978 UV1),3.020040124,0.1169798857,10.00131533,2.666756175,3.373324073,5.248404169,16.96,
  2356 Hirons (1979 UJ),3.234471663,0.03954143883,15.59325434,3.106575999,3.362367326,5.817189723,45.94,
  2357 Phereclos (1981 AC),5.208746234,0.04440348963,2.668940995,4.977459724,5.440032743,11.88797824,94.9,14.394
  2363 Cebriones (1977 TJ3),5.195992693,0.03618465755,32.1464369,5.007977477,5.38400791,11.84434366,81.84,20.05
  2364 Seillier (1978 GD),3.175797506,0.1394094295,10.70764431,2.733061387,3.618533624,5.659621753,18.4,6.7
  2368 Beltrovata (1977 RA),2.104432622,0.4137883818,5.236431423,1.233642853,2.975222392,3.052887077,2.3,5.9
  2370 van Altena (1965 LA),2.712569012,0.1844281272,8.27785704,2.212294989,3.212843035,4.467652611,13.38,
  2372 Proskurin (1977 RA8),3.113423084,0.1782076992,2.743673888,2.55858712,3.668259049,5.493705998,22.77,
  2376 Martynov (1977 QG3),3.2094923,0.1114865,3.84799,2.8516772,3.5673074,5.749932129,37.92,
  2378 Pannekoek (1935 CY),2.888614366,0.1442161152,14.24678968,2.472029624,3.305199109,4.909559781,32.26,11.8806
  2379 Heiskanen (1941 ST),3.163489555,0.2764338017,0.4692266303,2.288994111,4.037985,5.626752462,31.6,
  2381 Landi (1976 AF),2.6095158,0.168799,13.62255,2.1690321,3.0499995,4.215490339,12.04,3.91
  2386 Nikonov (1974 SN1),2.8176073,0.1552287,9.0683,2.3802338,3.2549808,4.729648864,12.65,
  2390 Nezarka (1980 PA1),2.619652869,0.1460619477,10.34312852,2.237021268,3.002284469,4.240077768,22.74,
  2393 Suzuki (1955 WB),3.2257685,0.1896519,10.24414,2.6139954,3.8375416,5.793726632,48.66,9.31
  2394 Nadeev (1973 SZ2),3.1763083,0.2106112,1.62585,2.5073422,3.8452744,5.66098726,44,
  2405 Welch (1963 UF),3.2047338,0.1333246,2.24728,2.7774639,3.6320037,5.737149201,25.43,
  2408 Astapovich (1978 QK1),2.6365553,0.2432273,17.69294,1.9952731,3.2778375,4.281180411,20.83,
  2413 van de Hulst (6816 P-L),3.0147535,0.1129389,10.63899,2.6742706,3.3552364,5.234629162,22.82,
  2414 Vibeke (1931 UG),3.2010703,0.1295577,16.7451,2.786347,3.6157936,5.727314263,31.62,
  2421 Nininger (1979 UD),3.235497598,0.04575011474,10.18842431,3.087473212,3.383521985,5.819957656,38.89,
  2426 Simonov (1976 KV),2.9099284,0.1164806,8.48465,2.5709782,3.2488786,4.96399879,24.04,5.811
  2428 Kamenyar (1977 RZ6),3.164872111,0.09559590749,9.312530449,2.862323289,3.467420932,5.630441496,28.54,
  2439 Ulugbek (1977 QX2),3.133004516,0.1576211699,0.2830180356,2.639176678,3.626832353,5.545615227,20.41,
  2441 Hibbs (1979 MN2),2.40957738,0.1916264262,3.739451944,1.947838678,2.871316082,3.740412663,9.93,
  2443 Tomeileen (A906 BJ),3.0042212,0.0594573,11.45537,2.8255983,3.1828441,5.20722157,30.89,3.974
  2448 Sholokhov (1975 BU),2.791565041,0.1163713634,17.68507387,2.466706811,3.116423271,4.664228612,30.24,10.065
  2450 Ioannisiani (1978 RP),3.129489601,0.1032634177,2.524644061,2.806327809,3.452651393,5.536285414,29.3,
  2453 Wabash (A921 SA),3.015623038,0.1151357766,10.32503234,2.668416937,3.362829138,5.23689397,26.1,6.878
  2456 Palamedes (1966 BA1),5.129268002,0.07494360866,13.90917778,4.744862148,5.513673855,11.61692777,91.66,7.24
  2458 Veniakaverin (1977 RC7),3.12782627,0.140911894,2.084960924,2.687078346,3.568574194,5.531872179,24.01,
  2459 Spellmann (1980 LB1),3.019463,0.0698716,9.68075,2.8084883,3.2304377,5.246900006,23.66,
  2461 Clavel (1981 EC1),3.1899866,0.1596278,2.50488,2.6807761,3.6991971,5.697593729,24.13,
  2463 Sterpin (1934 FF),2.6007194,0.1556977,13.38202,2.1957934,3.0056454,4.194193305,10.91,13.44
  2464 Nordenskiold (1939 BF),3.17778283,0.2045041593,0.8485854834,2.527913024,3.827652636,5.664929683,17.2,5.209
  2465 Wilson (1949 PK),2.753072538,0.07547525357,3.860418973,2.54528369,2.960861386,4.568090336,19.91,
  2466 Golson (1959 RJ),2.636402333,0.1659103473,5.092676532,2.198995906,3.07380876,4.280807839,20.5,
  2474 Ruby (1979 PB),2.682641905,0.2205380562,7.524596787,2.091017274,3.274266536,4.393921147,17.79,7.42
  2476 Andersen (1976 JF2),3.02403188,0.1178080327,10.81964822,2.667776633,3.380287126,5.25881327,21.32,
  2483 Guinevere (1928 QB),3.971847756,0.2786534104,4.501398448,2.865078833,5.078616679,7.915841547,44.17,14.733
  2490 Bussolini (1976 AG),2.6094621,0.133575,12.96629,2.2609032,2.958021,4.21536017,11.6,24
  2492 Kutuzov (1977 NT),3.1935116,0.1416129,0.83047,2.7412692,3.645754,5.707040256,23.39,
  2494 Inge (1981 LF),3.157374764,0.06838185134,11.54096499,2.941467633,3.373281896,5.610446204,55.61,6.79
  2502 Nummela (1943 EO),2.939196887,0.2203678524,17.76884212,2.291492381,3.586901393,5.039079622,16.54,
  2512 Tavastia (1940 GG),2.2443249,0.1211444,6.37985,1.9724375,2.5162123,3.362302571,11.79,
  2513 Baetsle (1950 SH),2.2868076,0.1802691,3.1627,1.8745669,2.6990483,3.458220257,16.67,6.0792
  2522 Triglav (1980 PP),3.0159507,0.0574683,8.77114,2.8426291,3.1892723,5.237747504,20.49,
  2523 Ryba (1980 PV),3.0155388,0.0401679,8.89812,2.8944109,3.1366667,5.236674442,19.4,9.39
  2524 Budovicium (1981 QB1),3.115438623,0.1596197984,0.2895127195,2.618152938,3.612724308,5.499041557,31.39,10.0819
  2531 Cambridge (1980 LD),3.006877,0.0576337,11.0403,2.8335796,3.1801744,5.214128172,19.15,8.8
  2534 Houzeau (1931 VD),3.145488735,0.1741746532,0.8083092932,2.597624326,3.693353144,5.578795007,31.16,
  2542 Calpurnia (1980 CF),3.129464591,0.07314535855,4.620873357,2.900558781,3.358370401,5.536219048,27.61,
  2544 Gubarev (1980 PS),2.373774085,0.2404639445,22.51684792,1.802967005,2.944581165,3.657356361,9.35,4.75
  2546 Libitina (1950 FC),2.600516002,0.191312133,10.32625463,2.103005739,3.098026265,4.193701337,15.4,
  2559 Svoboda (1981 UH),2.788410123,0.1528773255,8.885517291,2.362125441,3.214694804,4.656323851,25.53,
  2562 Chaliapin (1973 FF1),3.013063,0.0433443,10.24328,2.8824639,3.1436621,5.230226696,20.8,
  2563 Boyarchuk (1977 FZ),3.195405408,0.1417450667,2.041490565,2.742472456,3.648338361,5.712117746,29.49,11.04
  2569 Madeline (1980 MA),2.626380965,0.1626579541,11.47974982,2.199179211,3.053582719,4.256423041,28.09,
  2570 Porphyro (1980 PG),2.7651987,0.106507,16.23464,2.4706857,3.0597117,4.598304464,27.99,
  2582 Harimaya-Bashi (1981 SA),3.201429686,0.06505553778,18.14948801,2.993158956,3.409700416,5.728278887,28.87,7.238
  2595 Gudiachvili (1979 KL),2.7842539,0.1452925,9.86802,2.3797227,3.1887851,4.645917044,32.3,4.72
  2601 Bologna (1980 XA),3.125457,0.0643403,9.60087,2.9243642,3.3265498,5.525587809,19,
  2604 Marshak (1972 LD1),2.386696833,0.234274766,14.84799979,1.827553991,2.945839675,3.687262762,14.9,
  2608 Seneca (1978 DA),2.51706139,0.5709492132,14.67604147,1.07994717,3.954175611,3.993456097,0.9,8
  2613 Plzen (1979 QE),3.040012,0.0466728,13.01955,2.8981261,3.1818979,5.300552474,28.18,
  2615 Saito (1951 RJ),3.173627429,0.1569971357,4.265545119,2.675377012,3.671877845,5.653821769,24.44,
  2617 Jiangxi (1975 WO1),3.163060703,0.2308875417,12.90515603,2.432749393,3.893372013,5.62560833,52.65,11.77
  2621 Goto (1981 CA),3.07935358,0.1760334071,13.0452962,2.537284478,3.621422683,5.403778515,46.53,22.006
  2632 Guizhou (1980 VJ1),3.0447783,0.1053766,10.4446,2.7239299,3.3656267,5.313023295,29.07,
  2634 James Bradley (1982 DL),3.4675915,0.0526224,6.40378,3.2851185,3.6500645,6.457287052,39.91,
  2645 Daphne Plane (1976 QD),2.391588672,0.105692291,13.78241922,2.138816186,2.644361158,3.698604841,15.58,8.36
  2646 Abetti (1977 EC1),3.0105885,0.09893754462,9.667483743,2.712728266,3.308448734,5.22378507,22.38,
  2654 Ristenpart (1968 OG),3.0567962,0.0915668,7.43627,2.7768952,3.3366972,5.34451047,20.52,
  2659 Millis (1981 JX),3.126986206,0.104516756,1.320954818,2.800163752,3.453808661,5.529643723,26.42,6.132
  2660 Wasserman (1982 FG),2.6182342,0.1699858,12.32409,2.1731716,3.0632968,4.236633954,10.35,
  2664 Everhart (1934 RR),2.379661451,0.1828954679,3.259956505,1.944432156,2.814890745,3.670971098,10.9,
  2667 Oikawa (1967 UO),3.229068,0.182623,2.23674,2.6393659,3.8187701,5.802618181,23.3,
