full_name,Semi-Major Axis (AU),Eccentricity,Inclination (deg),Perihelion Dist. (AU),Aphelion Dist. (AU),Period (Years),Diamter (km),Rotational Period (h)
     1 Ceres,2.765348506,0.07913825488,10.58682161,2.546503651,2.984193361,4.598678087,952.4,9.07417
     2 Pallas,2.772153211,0.2309995597,34.8409036,2.13178704,3.412519382,4.615662507,545,7.8132
     3 Juno,2.67073411,0.2553053921,12.97936961,1.988881291,3.352586928,4.364697822,233.92,7.21
     4 Vesta,2.361912323,0.08862258546,7.134062579,2.152593547,2.5712311,3.629976892,530,5.342
     5 Astraea,2.574755183,0.1907415093,5.367230675,2.083642493,3.065867873,4.131541447,119.07,16.8
     6 Hebe,2.425830603,0.2017542405,14.74653952,1.936408992,2.915252213,3.778321486,185.18,7.2745
     7 Iris,2.386283142,0.2304693407,5.524500257,1.83631804,2.936248245,3.686304124,199.83,7.139
     8 Flora,2.20171132,0.1562033447,5.887845989,1.857796648,2.545625992,3.266997223,135.89,12.865
     9 Metis,2.385914524,0.1226961683,5.575230879,2.093171954,2.678657094,3.685450001,190,5.079
    10 Hygiea,3.137034825,0.1161087268,3.841901468,2.772797705,3.501271944,5.556319518,407.12,27.623
    11 Parthenope,2.453026163,0.09884905668,4.626079419,2.210546841,2.695505486,3.842036379,153.33,13.7204
    12 Victoria,2.333142241,0.2213371613,8.369397454,1.81673116,2.849553321,3.563855009,112.77,8.6599
    13 Egeria,2.576076709,0.08388435912,16.54097158,2.359984165,2.792169253,4.134722704,207.64,7.045
    14 Irene,2.586095384,0.1657173702,9.118922511,2.157534458,3.01465631,4.158866798,152,15.028
    15 Eunomia,2.642681236,0.1880098193,11.73888291,2.145831215,3.139531258,4.296109814,255.33,6.083
    16 Psyche,2.922733524,0.1367578091,3.098484976,2.52302689,3.322440157,4.996800769,253.16,4.196
    17 Thetis,2.469757908,0.1339613711,5.588522067,2.138905752,2.800610063,3.881412313,90.04,12.27048
    18 Melpomene,2.295542684,0.2180983128,10.12778248,1.794888698,2.79619667,3.478053524,140.57,11.57
    19 Fortuna,2.441881301,0.1578556535,1.57340395,2.056416532,2.827346069,3.815882787,200,7.4432
    20 Massalia,2.408515038,0.1425955556,0.7081886193,2.065071498,2.751958579,3.73793931,145.5,8.098
    21 Lutetia,2.435358931,0.1640301633,3.064052034,2.035886608,2.834831255,3.800604422,95.76,8.1655
    22 Kalliope,2.909273045,0.1002376879,13.71878553,2.617654242,3.200891849,4.962321832,181,4.148
    23 Thalia,2.625610311,0.2350950579,10.11475471,2.008342303,3.242878319,4.254549746,107.53,12.312
    24 Themis,3.138425408,0.1269372871,0.7524377086,2.740042201,3.536808616,5.560014433,198,8.374
    25 Phocaea,2.399769054,0.2557947769,21.59207185,1.785920664,3.013617443,3.717597566,75.13,9.9341
    26 Proserpina,2.654610872,0.09000500952,3.564011496,2.415682596,2.893539149,4.325232976,94.8,13.11
    27 Euterpe,2.346618935,0.1724543226,1.583795436,1.941934356,2.751303513,3.59477786,96,10.4082
    28 Bellona,2.776598669,0.1510636429,9.431255948,2.357155559,3.196041778,4.626769552,120.9,15.706
    29 Amphitrite,2.554143911,0.07255206972,6.090244149,2.368835484,2.739452339,4.082030522,212.22,5.3921
    30 Urania,2.365215237,0.1271559904,2.098017106,2.064463951,2.665966523,3.637593829,100.15,13.686
    31 Euphrosyne,3.153370865,0.2222905356,26.31663328,2.452406366,3.854335363,5.599777591,255.9,5.53
    32 Pomona,2.588765779,0.08134064342,5.52763454,2.378193904,2.799337653,4.165310112,80.76,9.448
    34 Circe,2.686867349,0.1044706451,5.498358273,2.406168583,2.967566114,4.404306566,113.54,12.15
    35 Leukothea,2.990156563,0.2271676259,7.935458973,2.310889796,3.669423331,5.170697068,103.11,31.9
    36 Atalante,2.749104341,0.3024793293,18.42657406,1.917557103,3.580651578,4.558217431,105.61,9.93
    37 Fides,2.643682894,0.1736492369,3.072340544,2.184609377,3.102756411,4.298552581,108.35,7.3335
    38 Leda,2.738879671,0.1549340544,6.974694422,2.314533939,3.163225403,4.532811209,115.93,12.838
    39 Laetitia,2.767925252,0.114336508,10.38082107,2.451450345,3.08440016,4.605107144,149.52,5.138
    40 Harmonia,2.267002418,0.04709363382,4.257731168,2.160241036,2.373763799,3.413392085,107.62,8.91
    41 Daphne,2.761305401,0.2750171027,15.79088133,2.00189919,3.520711612,4.588596461,174,5.988
    42 Isis,2.441982761,0.2224030008,8.526923027,1.898878467,2.985087055,3.816120615,100.2,13.597
    43 Ariadne,2.203689761,0.1681930824,3.470500789,1.833044388,2.574335135,3.271401761,65.88,5.762
    44 Nysa,2.423082221,0.148359866,3.706232723,2.063594068,2.782570375,3.771902247,70.64,6.422
    45 Eugenia,2.719822782,0.08288652356,6.603425703,2.494386127,2.945259437,4.48558523,214.63,5.699
    46 Hestia,2.525702056,0.1720990867,2.344418521,2.091031038,2.960373073,4.014037069,124.14,21.04
    47 Aglaja,2.880412974,0.1332889816,4.982401953,2.496485663,3.264340286,4.888665699,126.96,13.178
    48 Doris,3.111300312,0.07422372339,6.545967083,2.880368019,3.342232606,5.488088437,221.8,11.89
    49 Pales,3.093676557,0.227892725,3.173623342,2.388650176,3.798702937,5.44152416,149.8,10.42
    50 Virginia,2.651358302,0.2840054634,2.833298883,1.898358059,3.404358545,4.317286152,99.82,14.315
    51 Nemausa,2.365128906,0.06783151291,9.977509544,2.204698634,2.525559178,3.637394672,147.86,7.783
    52 Europa,3.096201413,0.1073673469,7.482172221,2.763770481,3.428632344,5.448187042,302.5,5.6304
    53 Kalypso,2.616570835,0.2060545137,5.170066571,2.077414604,3.155727066,4.232597263,115.38,9.036
    54 Alexandra,2.709570221,0.1982062226,11.8019568,2.172516543,3.246623899,4.46024606,165.75,7.024
    55 Pandora,2.760704852,0.1427155774,7.185156086,2.366709265,3.154700439,4.5870996,66.7,4.804
    56 Melete,2.597116754,0.2368927244,8.068074537,1.981878691,3.212354818,4.18548137,113.24,18.147
    57 Mnemosyne,3.150031298,0.1151575778,15.22022247,2.787281324,3.512781272,5.590884308,112.59,12.463
    58 Concordia,2.698936177,0.04475765715,5.061006068,2.578138117,2.819734238,4.434014658,93.43,9.895
    59 Elpis,2.714191308,0.118017993,8.632096464,2.393867897,3.034514718,4.471661137,164.8,13.69
    60 Echo,2.393292254,0.1840954185,3.601070835,1.952698115,2.833886394,3.702557444,60.2,25.208
    61 Danae,2.981758119,0.1676920845,18.21351154,2.481740885,3.481775354,5.14892799,82.04,11.45
    62 Erato,3.128657604,0.1716739877,2.229664935,2.591548477,3.665766731,5.53407777,95.39,9.2213
    63 Ausonia,2.394550774,0.1275480003,5.780176758,2.089130611,2.699970937,3.705478328,103.14,9.298
    65 Cybele,3.42581803,0.1101298384,3.562870696,3.048533244,3.803102816,6.34095452,237.26,6.0814
    66 Maja,2.647332259,0.1707087191,3.046327083,2.19540956,3.099254958,4.307456298,71.82,9.73509
    67 Asia,2.421588649,0.184055634,6.027476268,1.975881615,2.867295683,3.76841532,58.11,15.89
    68 Leto,2.779982204,0.1873982389,7.973396218,2.259018435,3.300945973,4.635229331,122.57,14.848
    69 Hesperia,2.976065637,0.1699286057,8.585003049,2.470346953,3.481784322,5.134190282,138.13,5.655
    70 Panopaea,2.614886114,0.1822711864,11.5914796,2.138267719,3.091504508,4.228510082,122.17,15.797
    71 Niobe,2.754195524,0.1753235813,23.26284925,2.271320101,3.237070947,4.570885626,83.42,35.864
    72 Feronia,2.266704323,0.1199916336,5.417400939,1.994718769,2.538689878,3.412718853,85.9,8.097
    73 Klytia,2.6663269,0.0441269,2.3703,2.5486702,2.7839836,4.353898373,44.44,8.297
    74 Galatea,2.77689859,0.2405282204,4.078681114,2.108976114,3.444821066,4.62751923,118.71,17.268
    75 Eurydike,2.670989234,0.3058507851,5.002348901,1.85406508,3.487913388,4.36532325,55.91,5.357
    76 Freia,3.412377418,0.1645695999,2.117899708,2.850803832,3.973951005,6.303674669,183.66,9.969
    77 Frigga,2.669357074,0.1310200496,2.429389197,2.319617778,3.01909637,4.361322587,69.25,9.012
    78 Diana,2.619703562,0.207176398,8.70272177,2.076962815,3.16244431,4.240200845,120.6,7.2991
    79 Eurynome,2.445306723,0.1916581959,4.617625629,1.976643648,2.913969798,3.823914868,66.47,5.978
    80 Sappho,2.295410383,0.2004093065,8.665799784,1.83538878,2.755431986,3.477752849,78.39,14.03
    81 Terpsichore,2.856410287,0.2073580376,7.800129971,2.264110656,3.448709919,4.827686777,119.08,10.943
    82 Alkmene,2.765035331,0.2184507872,2.829069033,2.161011187,3.369059476,4.597896911,60.96,12.999
    83 Beatrix,2.432089297,0.08142680323,4.96422459,2.23405204,2.630126554,3.792953138,81.37,10.16
    84 Klio,2.361620947,0.2368144804,9.331135033,1.802354909,2.920886984,3.629305197,79.16,23.562
    85 Io,2.655410663,0.1914389378,11.95510997,2.147061666,3.163759659,4.327187805,154.79,6.875
    86 Semele,3.111577509,0.2089148282,4.822697616,2.461522828,3.76163219,5.488821882,120.56,16.634
    87 Sylvia,3.490458452,0.08886572106,10.88371745,3.180276344,3.800640559,6.521265942,260.94,5.184
    88 Thisbe,2.768357388,0.1644906156,5.214527355,2.312988577,3.223726199,4.606185627,232,6.042
    89 Julia,2.550929562,0.1826861148,16.1382812,2.084910151,3.016948973,4.074327192,151.46,11.387
    90 Antiope,3.163658823,0.1592770448,2.214650204,2.659760595,3.667557051,5.627204071,120.07,16.509
    91 Aegina,2.59087216,0.107377477,2.106548223,2.312670844,2.869073476,4.17039488,109.81,6.025
    92 Undina,3.185620229,0.1038754574,9.930885977,2.854712471,3.516527988,5.685899813,126.42,15.941
    93 Minerva,2.755095969,0.1413841658,8.559448379,2.365569024,3.144622914,4.573127389,141.55,5.982
    94 Aurora,3.158241629,0.08925881766,7.965440018,2.876340715,3.440142543,5.612756905,204.89,7.22
    95 Arethusa,3.0689571,0.151814,13.0036,2.6030464,3.5348678,5.376435549,136.04,8.705
    96 Aegle,3.052395846,0.1386120825,15.96583212,2.629296901,3.475494791,5.332974206,170.02,13.82
    97 Klotho,2.671083444,0.2547736671,11.78136873,1.99056172,3.351605168,4.365554209,82.83,35.15
    98 Ianthe,2.687683096,0.1857664101,15.57728783,2.188401856,3.186964336,4.406312475,104.45,16.479
    99 Dike,2.663661871,0.1965789949,13.85311554,2.140041898,3.187281845,4.347372395,69.04,18.127
   100 Hekate,3.087675364,0.1681379465,6.430120818,2.568519969,3.606830759,5.42569843,88.66,27.066
   101 Helena,2.583421928,0.1410275344,10.19962031,2.219088303,2.947755552,4.152419429,65.84,23.08
   102 Miriam,2.660623577,0.2529495245,5.178483502,1.987620109,3.333627046,4.339936301,83,23.613
   103 Hera,2.701161746,0.08150277379,5.41931159,2.481009571,2.921313921,4.439500285,91.2,23.74
   104 Klymene,3.150200193,0.1558089023,2.788777989,2.659370959,3.641029427,5.591333962,123.68,8.984
   105 Artemis,2.373265067,0.1773144314,21.44194867,1.952450921,2.794079213,3.656180032,119.08,37.15506
   106 Dione,3.175813356,0.1674355182,4.597954188,2.644069401,3.707557311,5.659664124,146.59,16.26
   107 Camilla,3.491372758,0.0678972804,9.997632129,3.254318043,3.728427473,6.523828425,222.62,4.844
   108 Hecuba,3.236260455,0.05485697003,4.221295483,3.058729012,3.413791898,5.822016098,64.97,17.859
   109 Felicitas,2.696424538,0.2975113824,7.883166044,1.894207546,3.498641531,4.427826635,89.44,13.191
   110 Lydia,2.735231616,0.07880735506,5.970495721,2.519675247,2.950787985,4.523757998,86.09,10.927
   111 Ate,2.592826622,0.1034604448,4.931969003,2.324571626,2.861081617,4.175114766,134.55,22.072
   112 Iphigenia,2.43309105,0.1289912772,2.603933679,2.119243528,2.746938572,3.795296798,72.18,31.466
   113 Amalthea,2.37710648,0.08643072908,5.041110456,2.171651434,2.582561526,3.665060569,46.14,9.935
   114 Kassandra,2.678751645,0.136417506,4.933905198,2.313323027,3.044180263,4.384366779,99.65,10.7431
   115 Thyra,2.379519586,0.1922539876,11.59977761,1.922047457,2.836991715,3.670642832,79.83,7.241
   116 Sirona,2.767490134,0.1413305375,3.563470374,2.376359266,3.158621002,4.6040213,71.7,12.028
   117 Lomia,2.99053871,0.02878863725,14.90212434,2.904445176,3.076632244,5.171688335,148.71,9.127
   118 Peitho,2.437034637,0.163468055,7.744090781,2.038657325,2.835411949,3.804527739,41.73,7.78
   119 Althaea,2.581226164,0.08140670657,5.783066812,2.371097043,2.791355285,4.147126569,57.3,11.484
   120 Lachesis,3.118206417,0.05639073242,6.949016558,2.942368473,3.294044361,5.506371309,174.1,46.551
   121 Hermione,3.449966483,0.1345585618,7.597530882,2.985743955,3.914189011,6.408118233,209,5.55128
   122 Gerda,3.2291041,0.0349162,1.63834,3.1163561,3.3418521,5.802715543,81.69,10.685
   123 Brunhild,2.696236513,0.1184855306,6.418781246,2.376771499,3.015701527,4.427363505,47.97,10.04
   124 Alkeste,2.629854825,0.07723731077,2.953392911,2.426731911,2.83297774,4.264870658,76.36,9.921
   125 Liberatrix,2.742779609,0.07996447352,4.658118838,2.523454682,2.962104536,4.542496176,43.58,3.968
   126 Velleda,2.438849785,0.1048437215,2.923973852,2.183151697,2.694547872,3.808779052,44.82,5.3672
   127 Johanna,2.755840496,0.06571531439,8.240189312,2.574739571,2.93694142,4.574981251,122,12.7988
   128 Nemesis,2.750250645,0.1245492981,6.248885211,2.407708858,3.092792432,4.561068714,188.16,39
   129 Antigone,2.875636689,0.2107002004,12.23419612,2.269739462,3.481533915,4.876511201,113,4.9572
   130 Elektra,3.124338687,0.2087230324,22.86377243,2.472217242,3.776460132,5.522622552,182.25,5.225
   131 Vala,2.431669548,0.06768573582,4.96059685,2.267080205,2.596258891,3.791971254,40.44,5.1812
   132 Aethra,2.608463628,0.3897123413,24.9952331,1.59191316,3.625014096,4.212941032,42.87,5.1684
   133 Cyrene,3.059818278,0.1388249692,7.227195978,2.6350391,3.484597456,5.352438108,66.57,12.708
   134 Sophrosyne,2.562815712,0.1164089938,11.59607575,2.264480914,2.861150511,4.102837054,108,17.196
   135 Hertha,2.429507388,0.2066296784,2.303958351,1.927499058,2.931515718,3.786914836,79.24,8.403
   136 Austria,2.286920547,0.08529079939,9.571853983,2.091867266,2.481973829,3.458476404,40.14,11.4969
   137 Meliboea,3.118628244,0.2173820309,13.41262722,2.440694502,3.796561985,5.507488689,145.42,25.676
   138 Tolosa,2.448568382,0.1616242331,3.206831275,2.052820395,2.844316369,3.831568182,45.5,10.101
   139 Juewa,2.781015018,0.1753028834,10.90848874,2.293495066,3.268534969,4.637812677,156.6,20.991
   140 Siwa,2.732613247,0.2165146007,3.186539044,2.140962581,3.324263913,4.517263831,109.79,34.407
   141 Lumen,2.66645921,0.2131135891,11.88591222,2.098200517,3.234717902,4.354222513,131.03,19.87
   142 Polana,2.418417348,0.1356596008,2.237733649,2.090335816,2.74649888,3.761015095,55.29,9.764
   143 Adria,2.760701095,0.07335592836,11.44824505,2.558187303,2.963214887,4.587090236,89.93,22.005
   144 Vibilia,2.655009066,0.2352322932,4.807810117,2.030465195,3.279552937,4.326206194,142.38,13.819
   145 Adeona,2.673965862,0.1455289815,12.63921242,2.284826334,3.063105391,4.372622548,151.14,15.071
   146 Lucina,2.717546729,0.06591676986,13.09502612,2.538414827,2.896678631,4.479955842,132.21,18.557
   147 Protogeneia,3.136574965,0.02872571805,1.930447478,3.046474596,3.226675333,5.555097806,132.93,7.8528
   148 Gallia,2.77264889,0.1845756647,25.30968368,2.260885378,3.284412402,4.616900527,97.75,20.664
   149 Medusa,2.174678971,0.06477104535,0.9383824598,2.03382274,2.315535201,3.207014581,19.75,26.023
   150 Nuwa,2.983395985,0.1268019155,2.193157229,2.605095659,3.361696311,5.153170995,151.13,8.1347
   151 Abundantia,2.5912358,0.0350353,6.43857,2.5004511,2.6820205,4.171273101,45.37,9.864
   153 Hilda,3.972508143,0.1385340378,7.827752187,3.42218055,4.522835737,7.917815843,170.63,5.9587
   154 Bertha,3.198079883,0.07739540937,20.97535958,2.950563181,3.445596585,5.719290596,184.93,25.224
   155 Scylla,2.7553842,0.2783072,11.39333,1.9885409,3.5222275,4.573845039,39.9,7.9597
   156 Xanthippe,2.728129649,0.226569467,9.776168106,2.110018769,3.34624053,4.506150686,120.99,22.37
   158 Koronis,2.868483203,0.05303008045,1.001514387,2.716367308,3.020599098,4.858326177,35.37,14.218
   159 Aemilia,3.104459689,0.1092599065,6.128622986,2.765266714,3.443652664,5.469998909,124.97,24.476
   160 Una,2.728027405,0.06476046792,3.823789936,2.551359074,2.904695737,4.505897369,81.24,11.033
   161 Athor,2.379127497,0.1370361258,9.054927981,2.053101082,2.705153912,3.669735616,44.19,7.28
   162 Laurentia,3.019284038,0.1783920971,6.096677531,2.480667627,3.557900449,5.246433336,99.1,11.8686
   163 Erigone,2.366876897,0.1911730498,4.813670382,1.914393822,2.819359972,3.641427838,72.63,16.136
   164 Eva,2.634087845,0.3446480322,24.4704375,1.726254653,3.541921038,4.275171918,104.87,13.66
   165 Loreley,3.124840196,0.08453826653,11.22453854,2.860671623,3.38900877,5.523952317,154.78,7.226
   167 Urda,2.85697749,0.03455292568,2.209776673,2.758260559,2.955694421,4.829124813,39.94,13.07
   168 Sibylla,3.373358483,0.06859507099,4.636524464,3.141962718,3.604754248,6.195864989,148.39,47.009
   169 Zelia,2.358205853,0.1312532215,5.499909858,2.048683738,2.667727968,3.621435643,33.6,14.537
   170 Maria,2.554036,0.0625221,14.38442,2.3943523,2.7137197,4.081771757,44.3,13.12
   171 Ophelia,3.131168057,0.1309474067,2.546765327,2.72114972,3.541186394,5.540739972,116.69,6.66535
   172 Baucis,2.379060175,0.1152265351,10.02892552,2.104929314,2.653191036,3.669579854,62.43,27.417
   173 Ino,2.744580273,0.2062558679,14.20976521,2.178494487,3.310666059,4.546970205,154.1,6.163
   174 Phaedra,2.85886785,0.1441504294,12.12987627,2.446760822,3.270974878,4.833918494,69.24,5.744
   175 Andromache,3.182700824,0.2329901557,3.219898895,2.441162863,3.924238784,5.678085491,101.17,8.324
   176 Iduna,3.186714392,0.1659339647,22.58728292,2.657930238,3.715498546,5.688829463,121.04,11.2877
   177 Irma,2.767620639,0.2383877144,1.389977504,2.10785388,3.427387397,4.604346968,73.22,13.856
   178 Belisana,2.4619458,0.042156,1.89638,2.35816,2.5657316,3.86301086,35.81,12.323
   179 Klytaemnestra,2.9708257,0.1146241533,7.815988303,2.630297319,3.31135408,5.120636654,77.69,11.173
   181 Eucharis,3.130568525,0.2031075448,18.88612567,2.494726438,3.766410612,5.539148699,106.66,52.23
   182 Elsa,2.415718911,0.186181822,2.004566728,1.965955963,2.865481859,3.754722117,43.68,80.088
   183 Istria,2.7906926,0.3516879,26.3907,1.8092398,3.7721454,4.6620421,35.43,11.77
   184 Dejopeja,3.193453737,0.06910947506,1.141277601,2.972755825,3.414151648,5.706885323,66.47,6.455
   185 Eunike,2.739539455,0.1290296156,23.22355124,2.386057732,3.093021178,4.534449207,157.51,21.797
   186 Celuta,2.362073981,0.150043765,13.17414788,2.007659507,2.716488454,3.630349571,49.99,19.842
   187 Lamberta,2.727696569,0.2404233803,10.58646779,2.071894539,3.383498599,4.505077728,130.4,10.67
   188 Menippe,2.763705783,0.1761651181,11.73227343,2.276837228,3.250574339,4.59458101,38.61,11.98
   189 Phthia,2.450421484,0.03581870043,5.177734449,2.362650571,2.538192397,3.83591866,37.66,22.346
   190 Ismene,4.000893906,0.1665625262,6.155178797,3.33449491,4.667292902,8.00283301,159,6.52
   191 Kolga,2.894632991,0.09147240975,11.50531819,2.629853936,3.159412046,4.924911873,101.03,17.604
   192 Nausikaa,2.401979661,0.2464836028,6.81498706,1.80993106,2.994028261,3.722735585,103.26,13.625
   194 Prokne,2.618093504,0.2365011403,18.48757446,1.998911405,3.237275603,4.236292432,168.42,15.679
   195 Eurykleia,2.8762416,0.0435376,6.96679,2.7510169,3.0014663,4.878049941,85.71,16.521
   196 Philomela,3.112988771,0.01990008434,7.260022525,3.051040032,3.17493751,5.492556505,136.39,8.334
   197 Arete,2.7418652,0.162119,8.79676,2.2973568,3.1863736,4.540224614,29.18,6.6084
   198 Ampella,2.457869707,0.2286272094,9.314120644,1.895933815,3.019805599,3.853421247,57.16,10.379
   200 Dynamene,2.736419698,0.1341275005,6.896569882,2.369390564,3.103448833,4.526705745,128.36,37.394
   201 Penelope,2.676772516,0.1813040029,5.758428133,2.191462944,3.162082088,4.379508756,68.39,3.7474
   202 Chryseis,3.071793746,0.1013019306,8.853016683,2.760615109,3.382972383,5.383891265,86.15,23.67
   203 Pompeja,2.736797031,0.05938604924,3.178269221,2.574269467,2.899324594,4.527642076,116.25,24.052
   204 Kallisto,2.67047884,0.174682841,8.285282683,2.20399201,3.136965671,4.364072069,48.57,19.489
   205 Martha,2.777123589,0.0340054402,10.68361412,2.682686279,2.871560899,4.628081661,80.58,14.912
   206 Hersilia,2.740099699,0.03807395009,3.778468753,2.63577328,2.844426118,4.535840242,113,11.11
   207 Hedda,2.284140272,0.02959057444,3.802728892,2.21655125,2.351729295,3.452171468,58.7,30.098
   208 Lacrimosa,2.8963087,0.0149992,1.74485,2.8528664,2.939751,4.929189221,41.33,14.085
   209 Dido,3.144627413,0.06062323598,7.169935263,2.953989923,3.335264902,5.576503719,159.94,5.7366
   210 Isabella,2.723020654,0.121205479,5.255566693,2.392975631,3.053065677,4.493498545,86.65,6.672
   211 Isolda,3.040748747,0.1623766877,3.887236093,2.547002037,3.534495456,5.302479607,143.19,18.365
   212 Medea,3.116971426,0.1056435298,4.263111922,2.787683562,3.44625929,5.503100369,136.12,10.283
   213 Lilaea,2.752455038,0.1461174288,6.802443258,2.350273385,3.154636691,4.566553524,83.01,8.045
   214 Aschera,2.610493656,0.03143971973,3.435244501,2.528420467,2.692566845,4.217860048,23.16,6.835
   215 Oenone,2.765469599,0.03671039061,1.686336378,2.66394813,2.866991069,4.598980152,35.51,20
   216 Kleopatra,2.795318802,0.2487290447,13.09997822,2.100041827,3.490595777,4.673639615,124,5.385
   217 Eudora,2.878354205,0.3046289131,10.45919253,2.001524292,3.755184118,4.88342539,66.24,25.272
   218 Bianca,2.667460312,0.116232865,15.19717912,2.357413757,2.977506866,4.356674883,60.62,6.337
   219 Thusnelda,2.354292376,0.2232129375,10.84573598,1.828783859,2.879800892,3.612424645,40.56,29.842
   220 Stephania,2.347422999,0.2586417726,7.590238847,1.740281354,2.954564645,3.596625634,31.12,18.198
   221 Eos,3.009040036,0.1047795716,10.88097695,2.69375411,3.324325962,5.219755391,103.87,10.436
   222 Lucia,3.137172266,0.1368112796,2.157339126,2.707971713,3.566372818,5.556684676,54.66,7.8
   223 Rosa,3.095305806,0.1162013167,1.936141203,2.735627196,3.454984416,5.4458233,87.61,20.283
   224 Oceana,2.644416623,0.04446087981,5.83813671,2.526843534,2.761989713,4.300342241,61.82,9.401
   225 Henrietta,3.392297726,0.2642248766,20.86769262,2.495968278,4.288627174,6.248116867,120.49,7.3556
   226 Weringia,2.7136065,0.2031966,15.92158,2.1622109,3.2650021,4.47021591,33.83,11.147
   227 Philosophia,3.1723743,0.1917581,9.10991,2.5640458,3.7807028,5.650473222,87.31,18.048
   228 Agathe,2.2014766,0.2411077,2.53693,1.6706836,2.7322696,3.266474738,9.3,6.484
   229 Adelinda,3.422468829,0.1396511568,2.079282324,2.944517098,3.90042056,6.331658083,93.2,6.6
   230 Athamantis,2.381735414,0.06196441887,9.444335434,2.234152563,2.529318265,3.675771224,108.99,24.0055
   231 Vindobona,2.920510864,0.1550738156,5.092952283,2.467616101,3.373405627,4.991101955,82.33,14.245
   232 Russia,2.55354409,0.1742675581,6.064096356,2.108544197,2.998543983,4.080592655,53.28,21.91
   233 Asterope,2.659864743,0.1011679549,7.683563305,2.390771666,2.928957819,4.338079747,102.78,19.7
   234 Barbara,2.386750236,0.2437884845,15.35323444,1.804888013,2.968612459,3.687386519,43.75,26.468
   235 Carolina,2.881234573,0.0629585446,9.030019416,2.699836237,3.062632908,4.890757485,57.58,17.61
   236 Honoria,2.801092905,0.1876304635,7.681436821,2.275522545,3.326663265,4.688128127,86.2,12.333
   237 Coelestina,2.763056704,0.07335146988,9.748106676,2.560382434,2.965730975,4.592962493,41.08,29.215
   238 Hypatia,2.90761085,0.08657396598,12.39154125,2.655887447,3.159334253,4.958069651,148.49,8.8745
   239 Adrastea,2.9692523,0.2324658,6.16319,2.2790027,3.6595019,5.116569291,41.52,18.4707
   240 Vanadis,2.665312531,0.2061196273,2.104194653,2.115939305,3.214685756,4.351414092,103.9,10.64
   241 Germania,3.052470622,0.09765626353,5.514027198,2.754377747,3.350563498,5.333170173,168.9,15.51
   242 Kriemhild,2.863442427,0.119122384,11.34895402,2.522342339,3.204542516,4.845525525,38.9,4.5478
   243 Ida,2.862215164,0.04163487293,1.132110292,2.743047199,2.981383128,4.842410689,32,4.634
   244 Sita,2.1748196,0.1371858,2.84417,1.8764652,2.473174,3.207325769,10.95,129.51
   245 Vera,3.100798469,0.1939408427,5.159374022,2.499427001,3.702169937,5.460325262,79.5,14.38
   246 Asporina,2.693354832,0.1091052102,15.62550269,2.399495787,2.987213877,4.420267592,60.1,16.222
   247 Eukrate,2.742348224,0.2428773771,24.98897127,2.07629388,3.408402567,4.54142455,134.43,12.093
   248 Lameia,2.470641614,0.06659627511,4.058676127,2.306106085,2.635177142,3.883495716,48.66,12
   249 Ilse,2.3781452,0.2163598,9.6202,1.8636102,2.8926802,3.667463148,34.83,85.24
   250 Bettina,3.14751641,0.1311202433,12.81288794,2.734813293,3.560219528,5.584190262,79.75,5.0545
   251 Sophia,3.094991221,0.09998884696,10.51123419,2.785526617,3.404455824,5.444993109,28.42,20.216
   252 Clementina,3.160656939,0.07059605145,10.04181792,2.937527039,3.383786839,5.619196788,69.29,10.864
   253 Mathilde,2.64658991,0.2661405077,6.741323188,1.942225128,3.350954692,4.305644618,52.8,417.7
   254 Augusta,2.194712876,0.1222898052,4.512316767,1.926321866,2.463103886,3.251432703,12.11,6
   255 Oppavia,2.745613161,0.07689705169,9.472296471,2.534483603,2.956742718,4.549537238,57.4,14.3
   256 Walpurga,2.9978546,0.0690709,13.31174,2.7907901,3.2049191,5.190677439,63.34,16.664
   257 Silesia,3.12071417,0.1122900164,3.635358281,2.770289125,3.471139215,5.513015222,72.66,15.7095
   258 Tyche,2.615462425,0.2049025707,14.29964496,2.07954745,3.151377399,4.22990808,64.78,10.041
   259 Aletheia,3.133109175,0.1271145888,10.81509482,2.734845291,3.53137306,5.545893111,178.6,8.143
   260 Huberta,3.447220467,0.1159849475,6.414062463,3.047394782,3.847046152,6.4004689,94.67,8.29
   261 Prymno,2.331939795,0.08877561022,3.636244769,2.124920417,2.538959173,3.561100275,50.93,8.002
   263 Dresda,2.887113798,0.07553330119,1.313800961,2.669040562,3.105187034,4.905734674,23.24,16.809
   264 Libussa,2.797842031,0.1350018815,10.43081831,2.420128093,3.17555597,4.679969121,50.48,9.2276
   265 Anna,2.4190822,0.2680577,25.63802,1.7706286,3.0675358,3.762565984,23.66,11.681
   266 Aline,2.803620138,0.1572166151,13.40099584,2.36284447,3.244395806,4.69447422,109.09,13.018
   267 Tirza,2.773066888,0.1010940402,6.009675948,2.492726353,3.053407424,4.617944616,52.68,7.648
   268 Adorea,3.094054845,0.1358575371,2.439800861,2.673704174,3.514405516,5.442522258,139.89,7.8
   269 Justitia,2.615462741,0.2139345183,5.479416608,2.05592498,3.175000503,4.229908848,53.62,16.545
   270 Anahita,2.197888394,0.1508935966,2.367632965,1.866241109,2.529535679,3.258491976,50.78,15.06
   271 Penthesilea,3.006325575,0.1012043273,3.533787876,2.702072417,3.310578733,5.212693857,57.93,18.787
